V2Ray 4.18.0 (Po) 20190228
2019/03/19 16:09:52 tcp:127.0.0.1:62530 accepted tcp:img.aahla.cn:80 
2019/03/19 16:09:52 tcp:127.0.0.1:62531 accepted tcp:img.aahla.cn:80 
2019/03/19 16:09:52 tcp:127.0.0.1:62532 accepted tcp:img.aahla.cn:80 
2019/03/19 16:09:52 tcp:127.0.0.1:62537 accepted tcp:hm.baidu.com:443 
2019/03/19 16:09:53 tcp:127.0.0.1:62540 accepted tcp:k.550tg.com:80 
2019/03/19 16:09:53 tcp:127.0.0.1:62541 accepted tcp:k.550tg.com:80 
2019/03/19 16:09:53 tcp:127.0.0.1:62544 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:09:53 tcp:127.0.0.1:62547 accepted tcp:pixel.quantserve.com:80 
2019/03/19 16:09:53 tcp:127.0.0.1:62549 accepted tcp:img.aahka.cn:80 
2019/03/19 16:09:53 tcp:127.0.0.1:62550 accepted tcp:img.aahka.cn:80 
2019/03/19 16:09:53 tcp:127.0.0.1:62551 accepted tcp:img.aahka.cn:80 
2019/03/19 16:09:54 tcp:127.0.0.1:62561 accepted tcp:edge.quantserve.com:80 
2019/03/19 16:09:54 tcp:127.0.0.1:62560 accepted tcp:xslt.alexa.com:80 
2019/03/19 16:09:54 tcp:127.0.0.1:62559 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:09:54 tcp:127.0.0.1:62558 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:09:54 tcp:127.0.0.1:62562 accepted tcp:platform.twitter.com:80 
2019/03/19 16:09:55 tcp:127.0.0.1:62571 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:09:55 tcp:127.0.0.1:62576 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:09:55 tcp:127.0.0.1:62580 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:09:55 tcp:127.0.0.1:62579 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:09:55 tcp:127.0.0.1:62582 accepted tcp:t9.pixhost.to:80 
2019/03/19 16:09:55 tcp:127.0.0.1:62581 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:09:56 tcp:127.0.0.1:62588 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:09:56 tcp:127.0.0.1:62592 accepted tcp:pixel.quantserve.com:80 
2019/03/19 16:09:59 tcp:127.0.0.1:62603 accepted tcp:icon.cnzz.com:443 
2019/03/19 16:09:59 tcp:127.0.0.1:62601 accepted tcp:z5.cnzz.com:443 
2019/03/19 16:09:59 tcp:127.0.0.1:62602 accepted tcp:s23.cnzz.com:443 
2019/03/19 16:09:59 tcp:127.0.0.1:62608 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:10:01 tcp:127.0.0.1:62616 accepted tcp:hxctf.com:80 
2019/03/19 16:10:02 tcp:127.0.0.1:62623 accepted tcp:hxctf.com:80 
2019/03/19 16:10:02 tcp:127.0.0.1:62625 accepted tcp:hxctf.com:80 
2019/03/19 16:10:02 tcp:127.0.0.1:62624 accepted tcp:hxctf.com:80 
2019/03/19 16:10:03 tcp:127.0.0.1:62638 accepted tcp:ads-a.juicyads.com:80 
2019/03/19 16:10:03 tcp:127.0.0.1:62634 accepted tcp:platform.twitter.com:80 
2019/03/19 16:10:03 tcp:127.0.0.1:62633 accepted tcp:edge.quantserve.com:80 
2019/03/19 16:10:03 tcp:127.0.0.1:62632 accepted tcp:adserver.juicyads.com:443 
2019/03/19 16:10:03 tcp:127.0.0.1:62631 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:10:03 tcp:127.0.0.1:62636 accepted tcp:platform.twitter.com:443 
2019/03/19 16:10:03 tcp:127.0.0.1:62635 accepted tcp:rules.quantcount.com:443 
2019/03/19 16:10:03 tcp:127.0.0.1:62637 accepted tcp:i.imgur.com:80 
2019/03/19 16:10:03 tcp:127.0.0.1:62640 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:03 tcp:127.0.0.1:62641 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:03 tcp:127.0.0.1:62642 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:04 tcp:127.0.0.1:62657 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:04 tcp:127.0.0.1:62658 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:04 tcp:127.0.0.1:62660 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:05 tcp:127.0.0.1:62666 accepted tcp:js.mengxiangsky2458.com:80 
2019/03/19 16:10:05 tcp:127.0.0.1:62670 accepted tcp:pixel.quantserve.com:80 
2019/03/19 16:10:05 tcp:127.0.0.1:62672 accepted tcp:edge.quantserve.com:80 
2019/03/19 16:10:05 tcp:127.0.0.1:62673 accepted tcp:platform.twitter.com:80 
2019/03/19 16:10:05 tcp:127.0.0.1:62671 accepted tcp:xslt.alexa.com:80 
2019/03/19 16:10:05 tcp:127.0.0.1:62674 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:06 tcp:127.0.0.1:62683 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:06 tcp:127.0.0.1:62684 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:07 tcp:127.0.0.1:62688 accepted tcp:img.aahka.cn:80 
2019/03/19 16:10:07 tcp:127.0.0.1:62690 accepted tcp:img.aahka.cn:80 
2019/03/19 16:10:07 tcp:127.0.0.1:62693 accepted tcp:js.mengxiangsky2458.com:80 
2019/03/19 16:10:09 tcp:127.0.0.1:62702 accepted tcp:hm.baidu.com:443 
2019/03/19 16:10:09 tcp:127.0.0.1:62704 accepted tcp:k.550tg.com:80 
2019/03/19 16:10:09 tcp:127.0.0.1:62705 accepted tcp:k.550tg.com:80 
2019/03/19 16:10:10 tcp:127.0.0.1:62709 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:10 tcp:127.0.0.1:62710 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:10 tcp:127.0.0.1:62714 accepted tcp:pixel.quantserve.com:80 
2019/03/19 16:10:10 tcp:127.0.0.1:62718 accepted tcp:k.550tg.com:80 
2019/03/19 16:10:10 tcp:127.0.0.1:62719 accepted tcp:k.550tg.com:80 
2019/03/19 16:10:10 tcp:127.0.0.1:62722 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:13 [Warning] [2550578259] v2ray.com/core/app/proxyman/outbound: failed to process outbound traffic > v2ray.com/core/proxy/vmess/outbound: failed to find an available destination > v2ray.com/core/common/retry: [dial tcp 207.246.107.133:18712: operation was canceled] > v2ray.com/core/common/retry: all retry attempts failed
2019/03/19 16:10:14 tcp:127.0.0.1:62737 accepted tcp:icon.cnzz.com:443 
2019/03/19 16:10:14 tcp:127.0.0.1:62735 accepted tcp:z5.cnzz.com:443 
2019/03/19 16:10:14 tcp:127.0.0.1:62736 accepted tcp:s23.cnzz.com:443 
2019/03/19 16:10:15 tcp:127.0.0.1:62743 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:10:15 tcp:127.0.0.1:62744 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:10:15 tcp:127.0.0.1:62746 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:10:15 tcp:127.0.0.1:62745 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:10:15 tcp:127.0.0.1:62749 accepted tcp:192.168.1.33:32400 
2019/03/19 16:10:16 tcp:127.0.0.1:62758 accepted tcp:hxctf.com:80 
2019/03/19 16:10:16 tcp:127.0.0.1:62760 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:10:16 tcp:127.0.0.1:62761 accepted tcp:xslt.alexa.com:80 
2019/03/19 16:10:16 tcp:127.0.0.1:62763 accepted tcp:edge.quantserve.com:80 
2019/03/19 16:10:16 tcp:127.0.0.1:62766 accepted tcp:platform.twitter.com:443 
2019/03/19 16:10:16 tcp:127.0.0.1:62765 accepted tcp:rules.quantcount.com:443 
2019/03/19 16:10:16 tcp:127.0.0.1:62764 accepted tcp:platform.twitter.com:80 
2019/03/19 16:10:16 tcp:127.0.0.1:62762 accepted tcp:adserver.juicyads.com:443 
2019/03/19 16:10:17 tcp:127.0.0.1:62779 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:17 tcp:127.0.0.1:62780 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:10:17 tcp:127.0.0.1:62782 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:17 tcp:127.0.0.1:62783 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:17 tcp:127.0.0.1:62786 accepted tcp:192.168.1.33:32400 
2019/03/19 16:10:18 tcp:127.0.0.1:62794 accepted tcp:hxctf.com:80 
2019/03/19 16:10:18 tcp:127.0.0.1:62792 accepted tcp:hxctf.com:80 
2019/03/19 16:10:18 tcp:127.0.0.1:62793 accepted tcp:hxctf.com:80 
2019/03/19 16:10:18 tcp:127.0.0.1:62795 accepted tcp:hxctf.com:80 
2019/03/19 16:10:18 tcp:127.0.0.1:62801 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:18 tcp:127.0.0.1:62803 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:19 tcp:127.0.0.1:62804 accepted tcp:js.mengxiangsky2458.com:80 
2019/03/19 16:10:19 tcp:127.0.0.1:62808 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:19 tcp:127.0.0.1:62810 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:19 tcp:127.0.0.1:62809 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:19 tcp:127.0.0.1:62815 accepted tcp:js.mengxiangsky2458.com:80 
2019/03/19 16:10:21 tcp:127.0.0.1:62823 accepted tcp:img.aahka.cn:80 
2019/03/19 16:10:21 tcp:127.0.0.1:62826 accepted tcp:img.aahka.cn:80 
2019/03/19 16:10:23 tcp:127.0.0.1:62834 accepted tcp:k.550tg.com:80 
2019/03/19 16:10:23 tcp:127.0.0.1:62835 accepted tcp:img.aahka.cn:80 
2019/03/19 16:10:23 tcp:127.0.0.1:62836 accepted tcp:k.550tg.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62841 accepted tcp:k.550tg.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62843 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62846 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62848 accepted tcp:pixel.quantserve.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62847 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62850 accepted tcp:edge.quantserve.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62849 accepted tcp:xslt.alexa.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62851 accepted tcp:platform.twitter.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62853 accepted tcp:pixel.quantserve.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62856 accepted tcp:k.550tg.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62857 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62866 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:24 tcp:127.0.0.1:62867 accepted tcp:ads.juicyads.com:80 
2019/03/19 16:10:25 tcp:127.0.0.1:62873 accepted tcp:ads.juicyads.com:80 
2019/03/19 16:10:25 tcp:127.0.0.1:62871 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:25 tcp:127.0.0.1:62872 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:25 tcp:127.0.0.1:62880 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:25 tcp:127.0.0.1:62878 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:25 tcp:127.0.0.1:62879 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:26 tcp:127.0.0.1:62885 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:26 tcp:127.0.0.1:62889 accepted tcp:pixel.quantserve.com:80 
2019/03/19 16:10:28 tcp:127.0.0.1:62898 accepted tcp:icon.cnzz.com:443 
2019/03/19 16:10:28 tcp:127.0.0.1:62897 accepted tcp:s23.cnzz.com:443 
2019/03/19 16:10:28 tcp:127.0.0.1:62896 accepted tcp:z5.cnzz.com:443 
2019/03/19 16:10:29 tcp:127.0.0.1:62907 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:10:29 tcp:127.0.0.1:62908 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:10:29 tcp:127.0.0.1:62910 accepted tcp:adserver.juicyads.com:443 
2019/03/19 16:10:29 tcp:127.0.0.1:62911 accepted tcp:edge.quantserve.com:80 
2019/03/19 16:10:29 tcp:127.0.0.1:62912 accepted tcp:platform.twitter.com:80 
2019/03/19 16:10:29 tcp:127.0.0.1:62913 accepted tcp:rules.quantcount.com:443 
2019/03/19 16:10:29 tcp:127.0.0.1:62914 accepted tcp:platform.twitter.com:443 
2019/03/19 16:10:29 tcp:127.0.0.1:62916 accepted tcp:ads.juicyads.com:80 
2019/03/19 16:10:29 tcp:127.0.0.1:62915 accepted tcp:i.imgur.com:80 
2019/03/19 16:10:29 tcp:127.0.0.1:62909 accepted tcp:xslt.alexa.com:80 
2019/03/19 16:10:30 tcp:127.0.0.1:62929 accepted tcp:hxctf.com:80 
2019/03/19 16:10:30 tcp:127.0.0.1:62932 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:31 tcp:127.0.0.1:62936 accepted tcp:ads.juicyads.com:80 
2019/03/19 16:10:31 tcp:127.0.0.1:62937 accepted tcp:ads-a.juicyads.com:80 
2019/03/19 16:10:31 tcp:127.0.0.1:62941 accepted tcp:edge.quantserve.com:80 
2019/03/19 16:10:31 tcp:127.0.0.1:62942 accepted tcp:ads.juicyads.com:80 
2019/03/19 16:10:32 tcp:127.0.0.1:62948 accepted tcp:hxctf.com:80 
2019/03/19 16:10:32 tcp:127.0.0.1:62949 accepted tcp:hxctf.com:80 
2019/03/19 16:10:32 tcp:127.0.0.1:62950 accepted tcp:hxctf.com:80 
2019/03/19 16:10:32 tcp:127.0.0.1:62954 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:33 tcp:127.0.0.1:62957 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:33 tcp:127.0.0.1:62958 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:33 tcp:127.0.0.1:62959 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:33 tcp:127.0.0.1:62965 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:33 tcp:127.0.0.1:62963 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:33 tcp:127.0.0.1:62964 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:33 tcp:127.0.0.1:62970 accepted tcp:pixel.quantserve.com:80 
2019/03/19 16:10:34 tcp:127.0.0.1:62974 accepted tcp:js.mengxiangsky2458.com:80 
2019/03/19 16:10:38 tcp:127.0.0.1:62987 accepted tcp:img.aahka.cn:80 
2019/03/19 16:10:38 tcp:127.0.0.1:62990 accepted tcp:img.aahka.cn:80 
2019/03/19 16:10:39 tcp:127.0.0.1:62995 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:10:39 tcp:127.0.0.1:62999 accepted tcp:hm.baidu.com:443 
2019/03/19 16:10:39 tcp:127.0.0.1:63000 accepted tcp:k.550tg.com:80 
2019/03/19 16:10:40 tcp:127.0.0.1:63003 accepted tcp:k.550tg.com:80 
2019/03/19 16:10:40 tcp:127.0.0.1:63006 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:41 tcp:127.0.0.1:63012 accepted tcp:ads-a.juicyads.com:80 
2019/03/19 16:10:44 tcp:127.0.0.1:63027 accepted tcp:edge.quantserve.com:80 
2019/03/19 16:10:44 tcp:127.0.0.1:63023 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:10:44 tcp:127.0.0.1:63026 accepted tcp:adserver.juicyads.com:443 
2019/03/19 16:10:44 tcp:127.0.0.1:63025 accepted tcp:xslt.alexa.com:80 
2019/03/19 16:10:44 tcp:127.0.0.1:63032 accepted tcp:ww1.sinaimg.cn:443 
2019/03/19 16:10:44 tcp:127.0.0.1:63028 accepted tcp:platform.twitter.com:80 
2019/03/19 16:10:44 tcp:127.0.0.1:63029 accepted tcp:rules.quantcount.com:443 
2019/03/19 16:10:44 tcp:127.0.0.1:63031 accepted tcp:i.imgur.com:80 
2019/03/19 16:10:44 tcp:127.0.0.1:63030 accepted tcp:platform.twitter.com:443 
2019/03/19 16:10:44 tcp:127.0.0.1:63024 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:10:46 tcp:127.0.0.1:63048 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:46 tcp:127.0.0.1:63049 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:46 tcp:127.0.0.1:63050 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:46 tcp:127.0.0.1:63056 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:10:46 tcp:127.0.0.1:63058 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:46 tcp:127.0.0.1:63059 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:46 tcp:127.0.0.1:63062 accepted tcp:news.xueyanshan.com:80 
2019/03/19 16:10:48 tcp:127.0.0.1:63069 accepted tcp:s23.cnzz.com:443 
2019/03/19 16:10:48 tcp:127.0.0.1:63070 accepted tcp:icon.cnzz.com:443 
2019/03/19 16:10:48 tcp:127.0.0.1:63068 accepted tcp:z5.cnzz.com:443 
2019/03/19 16:10:51 tcp:127.0.0.1:63089 accepted tcp:pixel.quantserve.com:80 
2019/03/19 16:10:51 tcp:127.0.0.1:63088 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:10:51 tcp:127.0.0.1:63087 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:51 tcp:127.0.0.1:63086 accepted tcp:css.imooa.cn:80 
2019/03/19 16:10:51 tcp:127.0.0.1:63085 accepted tcp:hxctf.com:80 
2019/03/19 16:10:51 tcp:127.0.0.1:63084 accepted tcp:hxctf.com:80 
2019/03/19 16:10:51 tcp:127.0.0.1:63095 accepted tcp:pixel.quantserve.com:80 
2019/03/19 16:10:52 [Warning] [2045982767] v2ray.com/core/app/proxyman/outbound: failed to process outbound traffic > v2ray.com/core/proxy/vmess/outbound: failed to find an available destination > v2ray.com/core/common/retry: [dial tcp 207.246.107.133:18712: operation was canceled] > v2ray.com/core/common/retry: all retry attempts failed
2019/03/19 16:10:52 tcp:127.0.0.1:63100 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:53 tcp:127.0.0.1:63106 accepted tcp:hxctf.com:80 
2019/03/19 16:10:53 tcp:127.0.0.1:63107 accepted tcp:hxctf.com:80 
2019/03/19 16:10:53 tcp:127.0.0.1:63108 accepted tcp:hxctf.com:80 
2019/03/19 16:10:53 tcp:127.0.0.1:63112 accepted tcp:weixin0452.com:80 
2019/03/19 16:10:53 tcp:127.0.0.1:63116 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:54 tcp:127.0.0.1:63122 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:54 tcp:127.0.0.1:63120 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:54 tcp:127.0.0.1:63121 accepted tcp:img.aahla.cn:80 
2019/03/19 16:10:54 tcp:127.0.0.1:63127 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:10:55 tcp:127.0.0.1:63132 accepted tcp:img.aahka.cn:80 
2019/03/19 16:10:55 tcp:127.0.0.1:63135 accepted tcp:img.aahka.cn:80 
2019/03/19 16:10:56 tcp:127.0.0.1:63136 accepted tcp:img.aahka.cn:80 
2019/03/19 16:10:57 tcp:127.0.0.1:63144 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:10:58 tcp:127.0.0.1:63150 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:10:59 tcp:127.0.0.1:63154 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:11:00 tcp:127.0.0.1:63158 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:11:01 tcp:127.0.0.1:63165 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:11:04 tcp:127.0.0.1:63182 accepted tcp:ads.juicyads.com:80 
2019/03/19 16:11:04 tcp:127.0.0.1:63176 accepted tcp:adserver.juicyads.com:443 
2019/03/19 16:11:04 tcp:127.0.0.1:63175 accepted tcp:xslt.alexa.com:80 
2019/03/19 16:11:04 tcp:127.0.0.1:63178 accepted tcp:platform.twitter.com:80 
2019/03/19 16:11:04 tcp:127.0.0.1:63177 accepted tcp:edge.quantserve.com:80 
2019/03/19 16:11:04 tcp:127.0.0.1:63174 accepted tcp:www.javlibrary.com:80 
2019/03/19 16:11:04 tcp:127.0.0.1:63181 accepted tcp:cloud.zyiis.net:80 
2019/03/19 16:11:04 tcp:127.0.0.1:63179 accepted tcp:rules.quantcount.com:443 
2019/03/19 16:11:04 tcp:127.0.0.1:63180 accepted tcp:platform.twitter.com:443 
2019/03/19 16:11:05 tcp:127.0.0.1:63195 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:11:05 tcp:127.0.0.1:63196 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:11:05 tcp:127.0.0.1:63197 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:11:05 tcp:127.0.0.1:63204 accepted tcp:js.mengxiangsky2458.com:80 
2019/03/19 16:11:07 tcp:127.0.0.1:63213 accepted tcp:ads.juicyads.com:80 
2019/03/19 16:11:07 tcp:127.0.0.1:63211 accepted tcp:edge.quantserve.com:80 
2019/03/19 16:11:07 tcp:127.0.0.1:63212 accepted tcp:cloud.zyiis.net:80 
2019/03/19 16:11:08 tcp:127.0.0.1:63221 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:11:08 tcp:127.0.0.1:63222 accepted tcp:pics.dmm.co.jp:80 
2019/03/19 16:11:09 tcp:127.0.0.1:63227 accepted tcp:hm.baidu.com:443 
2019/03/19 16:11:09 tcp:127.0.0.1:63229 accepted tcp:k.550tg.com:80 
2019/03/19 16:11:09 tcp:127.0.0.1:63231 accepted tcp:k.550tg.com:80 
2019/03/19 16:11:10 tcp:127.0.0.1:63235 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:11:10 tcp:127.0.0.1:63236 accepted tcp:sv1.picz.in.th:443 
2019/03/19 16:11:11 tcp:127.0.0.1:63243 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:11:13 tcp:127.0.0.1:63250 accepted tcp:adserver.juicyads.com:80 
2019/03/19 16:11:14 tcp:127.0.0.1:63258 accepted tcp:icon.cnzz.com:443 
2019/03/19 16:11:14 tcp:127.0.0.1:63255 accepted tcp:img.dyxunlei.com:443 
2019/03/19 16:11:14 tcp:127.0.0.1:63257 accepted tcp:s23.cnzz.com:443 
2019/03/19 16:11:14 tcp:127.0.0.1:63256 accepted tcp:z5.cnzz.com:443 
2019/03/19 16:11:15 tcp:127.0.0.1:63269 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:11:15 tcp:127.0.0.1:63268 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:11:15 tcp:127.0.0.1:63266 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:11:15 tcp:127.0.0.1:63267 accepted tcp:192-168-1-33.2f76158b619e474b9777d8277e1b09d7.plex.direct:32400 
2019/03/19 16:11:15 tcp:127.0.0.1:63271 accepted tcp:192.168.1.33:32400 
2019/03/19 16:11:17 tcp:127.0.0.1:63289 accepted tcp:img.imooa.cn:80 
2019/03/19 16:11:17 tcp:127.0.0.1:63288 accepted tcp:js.imooa.cn:80 
2019/03/19 16:11:17 tcp:127.0.0.1:63287 accepted tcp:css.imooa.cn:80 
2019/03/19 16:11:17 tcp:127.0.0.1:63284 accepted tcp:hxctf.com:80 
2019/03/19 16:11:17 tcp:127.0.0.1:63285 accepted tcp:hxctf.com:80 
2019/03/19 16:11:17 tcp:127.0.0.1:63286 accepted tcp:img.aahka.cn:80 
2019/03/19 16:11:17 tcp:127.0.0.1:63293 accepted tcp:192.168.1.33:32400 
2019/03/19 16:11:18 tcp:127.0.0.1:63304 accepted tcp:hxctf.com:80 
2019/03/19 16:11:18 tcp:127.0.0.1:63305 accepted tcp:hxctf.com:80 
2019/03/19 16:11:19 tcp:127.0.0.1:63310 accepted tcp:img.aahla.cn:80 
2019/03/19 16:11:19 tcp:127.0.0.1:63312 accepted tcp:img.aahla.cn:80 
2019/03/19 16:11:19 tcp:127.0.0.1:63311 accepted tcp:img.aahla.cn:80 
2019/03/19 16:11:20 tcp:127.0.0.1:63320 accepted tcp:img.aahka.cn:80 
2019/03/19 16:11:20 tcp:127.0.0.1:63323 accepted tcp:img.aahka.cn:80 
2019/03/19 16:11:21 tcp:127.0.0.1:63326 accepted tcp:img.aahka.cn:80 
2019/03/19 16:11:22 tcp:127.0.0.1:63331 accepted tcp:sukebei.nyaa.si:443 
2019/03/19 16:11:22 tcp:127.0.0.1:63332 accepted tcp:sukebei.nyaa.si:443 
2019/03/19 16:11:22 tcp:127.0.0.1:63333 accepted tcp:cdnjs.cloudflare.com:443 
2019/03/19 16:11:22 tcp:127.0.0.1:63334 accepted tcp:adserver.juicyads.com:443 
2019/03/19 16:11:24 tcp:127.0.0.1:63346 accepted tcp:adserver.juicyads.com:443 
2019/03/19 16:11:24 tcp:127.0.0.1:63345 accepted tcp:adserver.juicyads.com:443 
2019/03/19 16:11:24 tcp:127.0.0.1:63350 accepted tcp:spot-01.trackingpro.pro:443 
2019/03/19 16:11:25 tcp:127.0.0.1:63354 accepted tcp:stats.g.doubleclick.net:443 
2019/03/19 16:11:25 tcp:127.0.0.1:63356 accepted tcp:gamescarousel.com:443 
2019/03/19 16:11:26 tcp:127.0.0.1:63363 accepted tcp:static.javhd.com:443 
2019/03/19 16:11:27 tcp:127.0.0.1:63364 accepted tcp:main.exoclick.com:443 
2019/03/19 16:11:27 tcp:127.0.0.1:63366 accepted tcp:px.gamesrevenue.com:443 
2019/03/19 16:11:27 tcp:127.0.0.1:63367 accepted tcp:r.remarketingpixel.com:443 
2019/03/19 16:11:27 tcp:127.0.0.1:63370 accepted tcp:delivery.trafficforce.com:443 
2019/03/19 16:11:27 tcp:127.0.0.1:63369 accepted tcp:umekana.ru:443 
2019/03/19 16:11:27 tcp:127.0.0.1:63368 accepted tcp:ads.traffichunt.com:443 
2019/03/19 16:11:27 tcp:127.0.0.1:63373 accepted tcp:www.facebook.com:443 
2019/03/19 16:11:27 tcp:127.0.0.1:63372 accepted tcp:my.rtmark.net:443 
